Id,Expected,Rooms,SqrMeters,Floor,Location,Description
551,323849,2,54.7,5,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
552,240000,2,37.2,5,Poznań Wilda Rynek Wildecki ul. Św. Jerzego,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskiej Wildzie. Mieszkanie 2-pokojowe powstało 2 lata temu w wyniku przekształcenia i adaptacji strychu. Salon z aneksem kuchennym sypialnia łazienka mały hall. (można zrobić...
553,450165,4,77.61,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/43 cena brutto: 470.165 21 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 550.165 21 zł BRUTTO kondygnacja: I piętro balkon: tak komórka lokatorska: 2 64 m2 w cenie mieszkania dodatkowe opcje:...
554,240000,2,37.6,2,Poznań Nowe Miasto Rataje,Polecam na sprzedaż dwupokojowe mieszkanie o powierzchni 37 m2 na Ratajach. Korzystna inwestycja. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • w pełni wykończony lokal • po remoncie instalacji Nieruchomość złożona z: •...
555,319000,3,84.5,3,Poznań Wilda ul. Umińskiego,Mieszkanie 87 m2 w kamienicy wzniesionej w 1903 roku na Wildzie u zbiegu ulic Umińskiego i Kosińskiego. Dwa ponad dwudziestometrowe samodzielne pokoje aczkolwiek połączone ze sobą amfiladą z wystawą zachodnią. Jeden z nich z niewielkim balkonem...
556,328000,3,56,1,Poznań Górczyn ul. Daleka,Mieszkanie z ogródkiem w samym Poznaniu. 0% prowizji 0% prowizji 0% prowizji Bieżąca oferta obejmuje 3-pokojowy lokal o powierzchni 56 m2 położony na parterze nowoczesnego osiedla budynków wielomieszkaniowych w niskiej zabudowie. Nowo powstające...
557,239000,1,66.02,1,Poznań Antoninek ul. Ziemowita,PRZEPIĘKNA PRZESTRONNY APARTAMENT O PODWYŻSZONYM STANDARDZIE! WYSOKI PARTER! GARAŻ! KUPUJĄCY NIE PŁACI PROWIZJI! Na sprzedaż 1-pokojowy apartament położony na WYSOKIM parterze niskiego budynku z cegły z 2001 roku zlokalizowany przy ul....
558,215000,2,38,4,Poznań Jeżyce Ogrody ul. Szpitalna,Lokalizacja: Jeżyce ul. Szpitalna przy pętli komunikacyjnej na Ogrodach. Budynek z cegły lata 60-te Mieszkanie o pow. 38 mkw. + piwnica Położone na 4 piętrze . Podział powierzchni:1/ pokój o pow. 22 mkw. w którym zaplanowano aneks kuchenny. 2/...
559,320000,4,104,1,Poznań Łazarz ul. Łukaszewicza,Rozkładowe przestronne mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Łazarz. Cztery pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wykładzina; Okna - PCV;...
560,417000,3,55,5,Poznań Polanka ul. Katowicka,Rozkładowe jasne mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Nowe Miasto. Trzy pokoje okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - tynk; Podłogi - panele podłogowe; Okna -...
561,387000,2,49,4,Poznań Winogrady ul. Naramowicka 31a,Sprzedaż bezpośrednia - od właściciela. Bardzo jasne mieszkanie z pięknym widokiem z bardzo dużym balkonem w budynku Atanera z 2006r. przy ul.Naramowickiej 31A/16 w Poznaniu . Doskonała lokalizacja u zbiegu ul.Naramowickiej i Serbskiej: w pobliżu...
562,539000,3,84.5,6,Poznań Stare Miasto ul. Piątkowska,NOWA CENA. MIESZKANIE 3 POKOJOWE W NOWOCZESNYM BUDYNKU. Salon nieruchomości Iron House poleca na sprzedaż atrakcyjny 3 pokojowy apartament 84 5 m2 w budynku Atanera z 2006 roku. Prezentowana nieruchomość znajduje się na 6 piętrze w...
563,281179,2,47.02,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
564,420000,3,66.81,5,Poznań Grunwald ul. Smardzewska,Kontakt: Katarzyna Piotrowska 607-071-477 Polecam na sprzedaż przestronne piękne trzypokojowe mieszkanie położone w kilkuletnim bloku na Grunwaldzie przy ul. Smardzewskiej. Duży salon (18 88 m2) z wyposażonym aneksem kuchennym (6 04 m2) dwie...
565,175000,1,33,5,Poznań Wilda,Polecam na sprzedaż sympatyczną kawalerkę w bloku z cegły z 1999 r. nieopodal Rynku Wildeckiego w bocznej ulicy. Mieszkanie zlokalizowane na 5 piętrze w budynku 6-cio piętrowym z windą. Doskonała lokalizacja w pobliżu pełna infrastruktura ...
566,265000,2,49,3,Poznań Piątkowo ul. Os. Batorego,Sprzedam dwupokojowe o wysokim standardzie Poznań BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM BIUREM NIERUCHOMOŚCI. Polecamy Państwu do zapoznania się z nową ofertą mieszkania dwupokojowego o powierzchni 49 2 m2 położonego na trzecim...
567,317000,4,65,1,Poznań Stare Miasto Winogrady Os. Wichrowe Wzg ul. Os. Wichrowe Wzgórze,Gorąco polecam przestronne mieszkanie w doskonałej lokalizacji na os. Wichrowe Wzgórze na Winogradach. OPIS MIESZKANIA: Mieszkanie czteropokojowe na osiedlu Wichrowe Wzgórze o powierzchni 64 90 m2 znajduje się na 1 piętrze w ocieplonym...
568,300000,2,56,3,Poznań Poznań-Grunwald ul. Rycerska,Na sprzedaż wyremontowane mieszkanie o pow. 56 m2 z Księgą Wieczystą bez obciążeń położone na ul. Rycerskiej na poznańskim Grunwaldzie. Mieszkanie na 3 piętrze budynku 4 piętrowego ocieplonego murowana z pełnej cegły z lat 60tych. W bloku...
569,510220,4,79.6,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
570,328790,2,55,1,Poznań Jeżyce,STYLOWE MIESZKANIE W REWITALIZOWANEJ KAMIENICY. JEŻYCE. Przedmiotem oferty jest dwupokojowe mieszkanie o powierzchni 55m2 (pokój z aneksem 26 50m2 pokój 20m2 łazienka 5m2 korytarz 3 50m2) znajdujące się na pierwszym piętrze zrewitalizowanej...
571,399000,3,74,4,Poznań Piątkowo ul. Os. Zygmunta Starego,Zapraszam do zapoznania się z ofertą sprzedaży ciekawego mieszkania znajdującego się na 4 piętrze niskiego bloku z cegły na poznańskim Piątkowie. Mieszkanie klimatyczne przestronne gotowe do zamieszkania składa się z 3 przestronnych pokoi ...
572,245000,2,38,4,Poznań Podolany ul. Żegiestowska,OFERTA ZABLOKOWANA Polecam mieszkanie gotowe do wprowadzenia bez nakładów finansowych! Na sprzedaż 2-pokojowe komfortowe mieszkanie o powierzchni 45 9m2 położone na drugim i ostatnim piętrze w budynku z cegły z 2007 roku na PODOLANACH w...
573,248091,2,40.34,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
574,314029,3,56.48,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
575,271000,2,45,4,Poznań Piątkowo ul. Os. Stefana Batorego,Polecam na sprzedaż 2 pokojowe mieszkanie w świetnej lokalizacji na os. Batorego (Piątkowo). Lokal położony na IVp niskiego budynku w cichej spokojnej okolicy. Blok wybudowany w 1999r. Na mieszkanie składają się 2 pokoje półotwarta kuchnia ...
576,630000,4,85,4,Poznań Stare Miasto,NOWY APARTAMENT Z BALKONEM NOWY BUDYNEK Z MATERIAŁÓW WYSOKIEJ JAKOŚCI. Przedmiotem sprzedaży jest apartament na pierwszym piętrze o powierzchni 84 57m2. Apartament składa się z 4 pokoi (19 20m2 10 60m2 13 20m2 6 40m2) kuchnia 11 60m2 ...
577,272045,2,47.23,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
578,250000,1,29,2,Poznań Wilda ul. Górna Wilda,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 29m2w nowo powstałym budynku na ul. Górna Wilda. Skład lokalu to Pokój z aneksem kuchennym korytarz łazienka ok 6 m2 balkon o powierzchni 7 m2. Okna wychodzące na północ północny...
579,199000,2,43,2,Poznań Piotrowo,Polecam do zakupu mieszkanie z balkonem z możliwością dokupienia działki ROD o powierzchni 43m2 w Poznaniu dzielnicy Piotrowo ul Głuszyna. Mieszkanie słoneczne ciche zadbane. Blok ocieplony pomalowany nowe opierzenia i dach. Otoczenie...
580,269000,2,55.5,10,Poznań Rataje ul. Falista,Słoneczne mieszkanie na dziesiątym piętrze w wieżowcu w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...
581,271165,2,44.8,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak,KUPUJĄCY NIE PŁACI PROWIZJI. Na sprzedaż mieszkanie 2-pokojowe na nowym osiedlu Wilczak. Mieszkanie usytuowane jest na 4 piętrze w budynku jest winda. Układ pomieszczeń: pokój dzienny z aneksem kuchennym z oknem (20 33m2) z balkonem (7 87m2) ...
582,309000,3,65,3,Poznań Winogrady ul. Kosmonautów,Oferuje na sprzedaż mieszkanie na WINOGRADACH Os.Kosmonautów znajdujące się w niskim bloku ocieplonym na 3 piętrze z balkonem o powierzchni 64 9 m 2 Lokal składa się z ustawnych 3 pokoi * trzech pokoi [25 m 2 9 m 2 12 m 2] *korytarza...
583,320000,3,53.09,1,Poznań Piątkowo ul. Sarmacka,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź gipsowa ...
584,188825,2,32.5,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
585,279794,1,37.81,2,Poznań Grunwald ul. Heweliusza,Hevelia nowe kameralne osiedle na poznańskim Grunwaldzie jest odpowiedzią na potrzeby wszystkich tych którzy cenią w architekturze piękno prostotę i funkcjonalność. Harmonijnie wkomponowany w otoczenie zespół czteropiętrowych budynków ...
586,372600,3,54,3,Poznań Stare Miasto ul. Wodna,| Kontakt w sprawie oferty: Renata tel.790 721 421 . . Polecam na sprzedaż mieszkanie o powierzchni 51 m2 w kamienicy przy ul. Wodna/ Grobla. Możliwa DOWOLNA ARANŻACJA zawarta w cenie mieszkania na 2 do 3 pokoi lub PODZIAŁ NA 2 DO 3...
587,460149,2,31.8,4,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
588,321530,3,56.31,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
589,300762,2,48.51,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
590,597593,4,104.42,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/56 cena brutto: 597.593 23 zł kondygnacja: parter balkon: taras komórka lokatorska: 3 81 m2 w cenie mieszkania dodatkowe opcje: - miejsce parkingowe w hali garażowej na poziomie -1 -...
591,387000,3,82.5,1,Poznań Łazarz ul. Małeckiego Po Remoncie!,Biuro Nieruchomości Credo poleca na sprzedaż przestronne 3-pokojowe mieszkanie położone na pierwszym piętrze pięknej zabytkowej kamienicy w atrakcyjnej lokalizacji przy ul. Małeckiego Łazarz Poznań. Kamienica została ocieplona klatka schodowa...
592,195000,2,35,1,Poznań Jeżyce,Polecam na sprzedaż mieszkanie na Jeżycach przy ulicy Piotra Wawrzyniaka - blisko Dąbrowskiego na parterze z bezpośrednim wejściem do mieszkania z podwórza - nie ma klatki schodowej mieszkania o powierzchni 35 m2. Układ pomieszczeń jest...
593,284955,2,47.54,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
594,172000,1,30,8,Poznań Rataje Śródka Centrum Zawady Wilda Łazarz ul. Bohaterów Ii Wojny Światowej,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Ratajach ( os. Bohaterów II Wojny Światowej ). Na 30 m2 składa się jeden ustawny pokój osobna...
595,239000,2,44,4,Poznań Dębiec ul. Czechosłowacka,Polecam na sprzedaż mieszkanie w Poznaniu - 2pok. 44m2 - Dębiec - Czechosłowacka CENA: 239 000 ( do negocjacji ) - spółdzielcze własnościowe z KW - 4p./ 5 kondygnacji - czynsz 430zł ( 3 os. ) - okna PCV z wystawą pn.-pd. - ogrzewanie C.O....
596,246326,2,39.73,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
597,398000,3,65.7,3,Poznań Stare Miasto ul. Czapla,Sprzedam mieszkanie 3- pokojowe w Poznaniu przy ul. Czapla powierzchnia użytkowa 65 7 m².Głównym atutem mieszkania jest lokalizacja- Czapla to „ślepa uliczka” położona tuż nad brzegiem Warty ( na wysokości plaży miejskiej na Szelągu) okolica...
598,188217,1,31.58,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
599,150000,1,28,4,Poznań Dębiec ul. Dębiec,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 28 m2. Mieszkanie położone jest na 4 piętrze w 4 piętrowym budynku na os.Dębiec okolice ul.Osinowa. Kawalerka składa się z pokoju z aneksem przedsioneka i łazienki. Okna PCV nowe z...
600,221130,1,33.9,1,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane...
601,215000,2,46.18,1,Poznań Grunwald ul. Załęże,Polecam do zakupu mieszkanie położone na Łazarzu na ul.Załęże. Mieszkanie znajduję się na 1 dogodnym piętrze niskiego zadbanego bloku z cegły. Budynek po termomodernizacji w 2013 roku ocieplony nowa elewacja plastikowe okna. Metraż...
602,509579,4,79.5,3,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
603,199000,2,39,1,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,Polecam na sprzedaż mieszkanie 2 pokojowe w budynku oddanym w 2015 r przy ul. Jaworowej. KUPUJĄCY NIE PŁACI 2% PODATKU PCC Blok znajduje się w samym sercu Dębca w pobliżu pętli tramwajowej autobusowej oraz dworca kolejowego. Bardzo szybki i...
604,317000,2,60,3,Poznań Grunwald Łazarz ul. Głogowska,Polecam na sprzedaż bardzo ładne i funkcjonalne mieszkanie zlokalizowane w Poznaniu przy ul. Głogowskiej blisko Parku Wilsona. Powierzchnia użytkowa: 60m2. Mieszkanie 2 pokojowe z osobną wyposażona kuchnią i łazienką. W mieszkaniu wymieniono...
605,259000,2,49,8,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Sprzedam dwupokojowe mieszkanie na os. Bolesława Śmiałego - w pobliżu przystanku PST! Mieszkanie 49m2 o niezależnym układzie pomieszczeń IDEALNIE NADAJĄCE SIĘ POD WYNAJEM!. Na podłogach dobrze zachowana klepka parkietowa w reszcie pomieszczeń...
606,295000,2,51.08,1,Poznań ul. Dolina,Oferuję 2- pokojowe mieszkanie na 1- piętrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje się w ścisłym centrum przy ul. Dolina nieopodal skrzyżowania ulic Chwiałkowskiego i Górna Wilda. Miejsce jest bardzo dobrze skomunikowane...
607,203432,2,34.48,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
608,275000,3,58,5,Poznań Grunwald ul. Marcelińska,Rozkładowe jasne mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - tapeta; Podłogi - panele...
609,205000,2,37,1,Poznań Sołacz ul. Nad Potokiem,ZAMIENIĘ zadbane mieszkanie 2-pokojowe z balkonem o powierzchni 37m2 z dobrą lokalizacją na Sołaczu przy ulicy NAD POTOKIEM blisko Uniwersytetu Rolniczego i Parku Sołackiego w POZNANIU na podobne w KRAKOWIE. Blisko do komunikacji...
610,325000,2,47,3,Poznań Winogrady ul. Winogrady,BT - BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! POZNAŃ - WINOGRADY Mieszkanie o pow. 46 6m2 położone na trzecim piętrze trzykondygnacyjnego budynku z 2004 roku. Pokój dzienny 19 5m2 połączony z kuchnią w formie aneksu ...
611,263002,2,45.66,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
612,285000,4,73,1,Poznań Grunwald ul. Plewiska,SŁONECZNE TARASY 2 PLEWISKA UL. FABIANOWSKA 77 TYP MIESZKANIA F6' odbiór w styczniu 2016 r. MIESZKANIE DWUPOZIOMOWE NA PIĘTRZE Z TARASEM W przypadku dodatkowych pytań uprzejmie zapraszamy do bezpośredniego kontaktu z działem sprzedaży firmy...
613,299000,2,70,1,Poznań Winogrady ul. Wilczak,Na sprzedaż mieszkanie przy ul. Wilczak. Budynek z lat 30 tych w bardzo dobrym stanie. 2 lata temu odnawiana była elewacja i wymieniany dach. Powierzchnia 80 m2 2 pokoje ( można zrobić 3 pokoje) balkon piwnica 20 m2. Piętro 1 budynek...
614,277644,1,40.83,1,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
615,390000,3,65,3,Poznań ul. Skórzewo Poznań Plewiska Wysogotowo P,Przepiękny przestronny komfortowy apartament o powierzchni 65 m2 wykończony z najwyższej klasy materiałów z największą starannością i dbałością o szczegóły. Znajduje się na 3 piętrze czteropiętrowego budynku na zamkniętym monitorowanym z...
616,269000,2,47.7,2,Poznań Winogrady ul. Os. Zwycięstwa,Słoneczne mieszkanie na drugim piętrze w wieżowcu w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna - PCV; Parapety -...
617,289000,3,55.5,2,Poznań Piątkowo ul. Osiedle Stefana Batorego,Okazja! Zmiana ceny! Os. St. Batorego! Niski blok! 2 piętro! Polecam na sprzedaż mieszkanie położone na Os. Stefana Batorego. Mieszkanie składa się z trzech pokoi o układzie niezależnym kuchni przedpokoju i łazienki z wc. Metraże: pokój...
618,369000,2,66.75,3,Poznań Centrum ul. Górna Wilda,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na południe wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna -...
619,300685,3,49.7,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
620,295500,2,49.25,4,Poznań Jeżyce Rynek Jeżycki ul. Juliusza Słowackiego,Na projekt S25 składają się 4 mieszkania na poddaszu o powierzchni od 41 do 54 m2. Lokalizacja mieszkań w kamienicy z 1919 roku na ul. Słowackiego na poznańskich Jeżycach daje możliwość życia w sercu miasta i korzystania z całej miejskiej...
