Id,Rooms,SqrMeters,Floor,Location,Description
458,2,69,3,Poznań Centrum ul. Grobla,Rozkładowe przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje (możliwość wydzielenia trzeciego pokoju) okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa;...
459,2,50,1,Poznań Naramowice Winogrady Piątkowo ul. Nowsze Budownictwo Na Naramowicach,Drodzy Państwo mam przyjemność zaproponować mieszkanie położone w Poznaniu na ulicy Błażeja na Poznańskich Naramowicach. Położenie tuż przy rezerwacie Żurawiniec. W pobliżu liczne punkty handlowe usługowe banki poczta apteka przedszkole ...
460,2,25,2,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,Polecam na sprzedaż mieszkanie dwupokojowe typu studio w nowo odrestaurowanej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! możliwość wykonania tarasu na...
461,2,53,1,Poznań Naramowice,Mieszkanie 2-pokojowe o powierzchni 53m2 z GARAŻEM na Naramowicach na sprzedaż. Mieszkanie składa się z dwóch pokoi. Z większego pokoju jest wyjście na duży balkon o powierzchni około 12m2. Kuchnia oddzielna i widna z zabudową kuchenną....
462,3,90,1,Poznań ul. Górecka Piętro Willi Miejskiej Z Ogrodem,Przedstawiamy na sprzedaż pół domu- jedno piętro- samodzielne mieszkanie 90m2- wraz własnym ogrodem/działką o pow. 307m2 w okolicach Panoramy Góreckiej. Kupując przez POŚREDNIKA - kupujesz BEZPIECZNIE DOM stanowiący 2 piętra mieszkalne. Każde...
463,1,28.8,5,Poznań Centrum Stare Miasto ul. Garbary,Polecam nową funkcjonalną cichą kawalerkę w apartamentowcu Casa Verona położoną w centrum miasta przy ul. Garbary z widokiem na panoramę Poznania. Mieszkanie ustawne z potencjałem w aranżacji o powierzchni 28 8mkw obejmuje salon 16 23mkw ...
464,2,38,2,Poznań Grunwald ul. Bułgarska,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcjI Zapraszam na prezentacje mieszkania położonego na poznańskim Grunwaldzie ul.Bułgarska (środek osiedla) Mieszkanie położone w niskim bloku z cegły na II pietrze jasna...
465,3,66,2,Poznań Centrum ul. Ratajczaka,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzedaż 3 pokojowe mieszkanie ( pierwotnie dwie kawalerki) położone na 2 piętrze w kamienicy przy ul. Ratajczaka ( ścisłe centrum) w Poznaniu. W skład...
466,2,48,5,Poznań Centrum,TWOJE NOWE DWUPOKOJOWE KOMFORTOWE MIESZKANIE. BALKON. WINDA. POZNAŃ: CENTRUM STARE MIASTO. W POBLIŻU: STARY RYNEK PARK CYTADELA STARY BROWAR MALTA. Reprezentacyjny nowoczesny elegancki sześciokondygnacyjny apartamentowiec w centrum...
467,2,36.5,3,Poznań Wilda ul. Kosińskiego Robocza,Polecam atrakcyjne mieszkanie 2 pokojowe w całkowicie wyremontowanej kamienicy z 1910 roku ? zlokalizowanej na Wildzie przy ul. Kosińskiego. Lokal o metrażu 36 5m2 składa się z salonu z aneksem kuchennym (20m2) sypialni (8 5m2) łazienki (4m2)...
468,3,77.97,3,Poznań Nowe Miasto ul. Ul. Milczańska 1,Mieszkanie w programie MDM!!! Na sprzedaż komfortowe mieszkanie o metrażu 77 97m2 na 3 piętrze przy ulicy Milczańskiej. Składa się z salonu kuchni w formie aneksu dwóch sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy...
469,3,70.38,5,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
470,2,47,11,Poznań Piątkowo ul. Os.Wichrowe Wzgórze,Sympatyczne mieszkanie do własnej aranżacji. Idealne pod inwestycję lub do zamieszkania. Spółdzielczo - własnościowe z księgą wieczystą. Czynsz 450zł. Jasna kuchnia-płytki pokoje 22m i 11m-wykładzina wc i łazienka-płytki. Okna PCV. Balkon....
471,3,48,3,Poznań Grunwald ul. Bułgarska,Polecam na sprzedaż ładne mieszkanie 3 pokojowe przy ul. Bułgarskiej w Poznaniu. Mieszkanie znajduję się na 3 piętrze w niskim bloku. Mieszkanie ma powierzchnie 48m2 i składa się z przedpokoju przejściowego salonu 2 sypialni oraz kuchni. Do...
472,2,37.86,1,Poznań Wilda,Atrakcyjne mieszkanie z balkonem w niskim bloku mieszkalnym. NOWA CENA !!! Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • po remoncie generalnym Nieruchomość złożona z: • pokój z aneksem...
473,4,74.96,1,Poznań Grunwald Junikowo,NOWA ATRAKCYJNA INWESTYCJA W PLEWISKACH OBJĘTA PROGRAMEM MDM !!! obejmująca zamknięte osiedle mieszkań w zabudowie szeregowej zlokalizowanych w cichej i spokojnej okolicy Plewisk niespełna 2km od granicy Poznania. Wszystkie mieszkania posiadają...
474,3,63,1,Poznań Wilda ul. Powstańcza Czajcza Dolna Wilda,Atrakcyjne mieszkanie o powierzchni 62 5 m2 przy ulicy Powstańczej na Wildzie ! Mieszkanie usytuowane w bardzo spokojnej i cichej okolicy około 200m do Parku Jana Pawła II składa się z trzech pokoi - 2 niezależnych i jednego połączonego z...
475,2,53,4,Poznań Centrum ul. Kutrzeby,Przestronne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Centrum. Dwa pokoje z aneksem kuchennym okna wychodzące na wschód południe; widok na park/skwer. Standard wykończenia: Ściany - gładź gipsowa tynk; Podłogi...
476,3,53,3,Poznań Winogrady Piątkowo Naramowice Sołacz Cent ul. Przyjaźni - Niski Blok!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Winogradach ( os. Przyjaźni ). Na 53 m2 składają się trzy ustawne i nieprzechodnie...
477,3,68.3,2,Poznań Stare Miasto Naramowice,Atrakcyjne 3-pokojowe mieszkanie na Naramowicach o powierzchni 68m2. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • w pełni wykończony lokal Nieruchomość złożona z: • pokój dzienny 20 1 m.kw •...
478,2,38,1,Poznań Winogrady Piątkowo ul. Os. Kosmonautów,Polecam Państwa uwadze pięknie wykończone mieszkanie na pierwszym piętrze w wysokim bloku na osiedlu Kosmonautów. W doskonałej lokalizacji blisko komunikacji miejskiej tramwaj i autobus obok. Mieszkanie przeszło generalny remony nowe...
479,1,32,1,Poznań Nowe Miasto ul. Romana Maya,Rozkładowe ciche mieszkanie na pierwszym piętrze w domu wielorodzinnym w Poznaniu w dzielnicy Nowe Miasto. Jeden pokój z aneksem kuchennym okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa;...
480,1,31,1,Poznań Wilda Centrum Łazarz ul. Dolina,Polecam na sprzedaż kawalerkę zlokalizowaną przy ul. Dolina - mała uliczka położona nieopodal skrzyżowania ul. Chwiałkowskiego i Górna Wilda. Mieszkanie znajduje się w kamienicy wybudowanej na początku XX wieku. Kamienica została poddana...
481,2,43,1,Poznań Grunwald Łazarz Jeżyce Ogrody ul. Ognik,Polecamy na sprzedaż mieszkanie na I piętrze w niskim bloku przy ul. Ognik (Grunwald) o powierzchni 43 m2. Mieszkanie składa się z dwóch pokoi po 16 m2 każdy umeblowanej kuchni z oknem. łazienki z wanną oraz korytarza. Jeden pokój jest...
482,3,60,2,Poznań Rataje,| NA SPRZEDAŻ Przestronne i komfortowe 3 - pokojowe mieszkanie położone na 2 piętrze 8piętrowego bloku. Kameralna i bezpieczna okolica spokojne miejsce do zamieszkania przez rodzinę. Blok położony w centrum osiedla oddzielony od zgiełku...
483,3,63.43,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
484,2,46,5,Poznań Wilda Centrum ul. Chwiałkowskiego Wierzbięcice,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Oferta z rynku pierwotnego. Dostępne mieszkania w metrażach od 41 m2 do 46 m2. Mieszkania w Kamienicy Wildeckiej są doskonałą propozycją dla osób ceniących wyrafinowany miejski styl i...
485,2,47.25,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
486,2,48.1,2,Poznań Naramowice ul. Boranta,POLECAM na sprzedaż ładnie rozplanowane mieszkanie 2-pokojowe 48 10 m2 położone w atrakcyjnym miejscu w Poznaniu przy ul. Boranta (os. Kolorowe). Mieszkanie jest zlokalizowane na 2 piętrze 3-piętrowego bloku wybudowanego w 2006 r. z cegły i...
487,2,52.56,4,Poznań Stare Miasto ul. Piaskowa,BT licencjonowany pośrednik gwarancją BEZPIECZNEJ TRANSAKCJI Na sprzedaż mieszkanie poddaszowe o pow. użytkowej 52 56 m2 (po podłodze: 57 15 m2) zlokalizowane w zrewitalizowanej kamienicy z 1905 roku przy skrzyżowaniu ul. Garbary / Estkowskiego....
488,3,60.4,1,Poznań Rataje,3 POKOJOWE MIESZKANIE PO REMONCIE + OGRÓDEK Polecam na sprzedaż funkcjonalne 3 pokojowe mieszkanie z przynależnym ogródkiem. Mieszkanie znajduje się w idealnej lokalizacji dla rodzin z dziećmi ze względu na liczne tereny zielone oraz place...
489,3,89,1,Poznań Wilda ul. Chwiałkowskiego,Okazja!!!Stylowe mieszkanie o powierzchni 90m2 w eleganckiej kamienicy. Lokal składa się z 3 pokoi: salonu o powierzchni 28m kw. pokoju z balkonem 24m kw. sypialni 12m kw. wyposażonej kuchni 14m kw. i łazienki. Ogrzewanie gazowe zadbana klatka...
490,2,53,4,Poznań Grunwald Łazarz ul. Niegolewskich,DWUPOKOJOWE NIEPRZEJŚCIOWE 53M.KWz BALKONEM GRUNWALD ŁAZARZ ul.NIEGOLEWSKICH 215 000 !!! DOBRA LOKALIZACJA DO ZAMIESZKANIA I NA WYNAJEM BLISKO UM ! Oferuję na sprzedaż dwupokojowe mieszkanie o pow.53.m.kw. znajdujące się na czwartym piętrze w...
491,2,42.2,10,Poznań Grunwald ul. Newtona,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem oc od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży dwupokojowego mieszkania położonego w wysokim budynku z windą przy ul. Izaaka Newtona (Grunwald). Powierzchnia...
492,2,49.48,4,Poznań Wilda,Zachęcam do zapoznania się z ofertą sprzedaży 2 pokojowego mieszkania o niezależnym układzie pokoi na 4 piętrze niskiego ocieplonego bloku z lat 80tych w świetnej lokalizacji – ul. Dezyderego Chłapowskiego 10 min spacerem do ścisłego centrum...
493,2,38,3,Poznań Grunwald Jeżyce Ogrody Niski Blok Balk ul. Bułgarska,Oferujemy na sprzedaż zadbane jasne 2- pokojowe mieszkanie zlokalizowane na Grunwaldzie znajdujące się na ul. Bułgarskiej. Nieruchomość położona na III piętrze w IV kondygnacyjnym niskim ocieplonym bloku z cegły. Składającego się z 2...
494,2,38,3,Poznań Sołacz Winogrady Piątkowo Naramowice ul. Sokoła,Przedmiotem sprzedaży jest 2- pokojowe mieszkanie po KAPITALNYM REMONCIE przy ulicy Sokoła na Sołaczu o łącznej powierzchni użytkowej 38m2. Lokal usytuowany jest na III piętrze w kamienicy. Składa się z aneksu kuchennego połączonego z salonem...
495,1,34,2,Poznań,Mamy zaszczyt przedstawić Państwu niezwykle atrakcyjną kawalerkę w kompleksowo wyremontowanej kamienicy. Mieszkanie składa się z przedpokoju łazienki z toaletą salonu z dwoma oknami oraz osobnej kuchni także z oknem. Istnieje możliwość...
496,3,76,3,Poznań Rataje Nowe Miasto ul. Inflancka Milczańska Żegrze,W cenie dwa miejsca postojowe! Na sprzedaż dwupoziomowy (drugi poziom to taras na dachu - dodatkowe 100 m2) apartament o powierzchni 76 m2 zlokalizowany w nowym budynku z 2014 roku na ul. Inflanckiej. Apartament składa się z salonu z aneksem...
497,2,53,5,Poznań ul. Mostowa,Jeżeli jakieś miejsce określa klimat i charakter miasta - to właśnie to czyni to najpełniej.Pomiędzy Starym Rynkiem katedrą blisko historycznej zabudowy z jednej strony i ulicą Garbary - zmieniającą sukcesywnie swe oblicze - z drugiej.Niewielka...
498,1,32,1,Poznań ul. Folwarczna,Oferuję na sprzedaż piękną kawalerkę 32 3 m2 przy ulicy Folwarcznej w Poznaniu. Mieszkanie znajduje się na parterze w niskim czteropiętrowym bloku z 2002 roku. W skład mieszkania wchodzą: -pokój z aneksem kuchennym - łazienka - korytarz. W...
499,4,68.86,1,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
500,2,59.4,3,Poznań Naramowice,Zapraszam do zapoznania się z ofertą sprzedaży komfortowego mieszkania usytuowanego w dogodnej lokalizacji przy ul. Naramowickiej w sąsiedztwie os. Łokietka. Mieszkanie znajduje się na 3-cim piętrze w niskim czteropiętrowym bloku. Jest to...
501,1,34,2,Poznań Wierzbięcice,Witam! Polecam do sprzedaży unikatowe mieszkanie o powierzchni 48 64M2 łącznie z piwnicą . Powierzchnia użytkowa mieszkania 34 23 m2 .Mieszkanie z balkonem zlokalizowane przy ul.Chwiałkowskiego ( przy ul.Wierzbięcice ) na drugim piętrze w 4...
502,2,49,10,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Polecam na sprzedaż atrakcyjne mieszkanie dwupokojowe na osiedlu Bolesława Chrobrego w Poznaniu (Piątkowo). Lokal znajduje się na 10 piętrze w 11-piętrowym bloku. Rok budowy: 1985 Czynsz: 494 56 zł na (w tym: ogrzewanie woda ścieki fundusz...
503,2,41.6,3,Poznań Rataje ul. Bnińska,Willa Komandoria to wymarzone miejsce do życia łączące w sobie wszystkie zalety mieszkania w mieście z urokami zielonych przedmieść. Inwestycja położona jest przy ul. Bnińskiej w Poznaniu skąd krok na Maltę gdzie z całą rodziną można aktywnie...
504,1,36.1,3,Poznań Grunwald ul. Szamotulska,Jasne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Dwa pokoje okna wychodzące na południe zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź; Podłogi - panele podłogowe terakota; Okna -...
505,2,48,1,Poznań Rataje Centrum ul. Rzeczypospolitej Os.,Polecam na sprzedaż mieszkanie zlokalizowane na Poznańskich Ratajach - os. Rzeczypospolitej. Mieści się na pierwszym piętrze w odnowionym i ocieplonym bloku z windą. Na metraż 48m2 składa się 2 niezależne pokoje kuchnia ( wraz z wydzieloną...
506,2,47.5,3,Poznań Jeżyce ul. Polna,Agent prowadzący ofertę Iwona Horemska 604-25-48-52. Polecam do sprzedaży bardzo ładne i klimatyczne mieszkanie położone w kamienicy na Jeżycach - ul. Polna. Nieruchomość zlokalizowana w oficynie ( III piętro )co gwarantuje ciszę i spokój za...
507,3,75,1,Poznań Ogrody,| Luksusowe mieszkanie na Ogrodach - w samym sercu zielonej dzielnicy. Nowo powstający budynek. 2 piętrowy 4 kondygnacyjny z windą. Na każdej kondygnacji jedno mieszkanie 150 m2 (wówczas w cenie jest 1 miejsce w hali garażowej i 1 na...
508,3,64.63,4,Poznań Piątkowo ul. Bolesława Chrobrego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. POZNAŃ/PIĄTKOWO/BOLESŁAWA CHROBREGO/PO GENERALNYM REMONCIE Rok budowy XI/XI Powierzchnia: 72m2 -salon z balkonem 22m2 -trzy pokoje 12m2 9m2 9m2 -kuchnia z oknem 8m2...
509,2,43,10,Poznań Rataje ul. Os. Czecha Po Remoncie,POLECAM!!! Mieszkanie 2 pokojowe o powierzchni 43m2 znajdujace sie na os. Czecha na 10 pietrze w ocieplonym odnowionym bloku z odnowionymi klatkami i nowymi windami. Mieszkanie o rozkładzie niezależnym dwa osobne pokoje z niezależną kuchnią ...
510,4,88.7,3,Poznań Rataje ul. Stare Żegrze,Polecam na SPRZEDAŻ mieszkanie 4pokojowe z balkonem na os. Stare Żegrze (Nowe Miasto). Nieruchomość położona jest na trzecim piętrze trzypiętrowego bloku z cegły. Na powierzchnię 88 7 mkw składają się 4 pokoje (24 5; 12 20; 12 10; 9 60) ...
511,2,96,6,Poznań Wilda,Oferta nr 14/BW/3-MN Nieruchomość dla osób ceniących sobie wygodę i wysoką jakość życia. Nowoczesny gotowy do zamieszkania penthouse w centrum! Wszelkie urządzenia sterowane elektronicznie - również z telefonu - poprzez system Fibaro....
512,2,40,2,Poznań Chartowo,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
513,2,60,3,Poznań Piątkowo Naramowice Winogrady Stare Miast ul. Łokietka,Oferuję na sprzedaż mieszkanie na Piątkowie na os. Łokietka. Mieszkanie znajduje się na 3 piętrze w nowszym niskim bloku. Blok jest wyposażony w dwie windy i garaż podziemny Na powierzchnię mieszkania 60 m2 składają się: 2 pokoje w tym jeden z...
514,2,52.3,1,Poznań Poznań-Nowe Miasto ul. Mogileńska,Polecam na sprzedaż ładnie zaaranżowane i nowocześnie urządzone mieszkanie dwupokojowe położone przy ul. Mogileńskiej. Mieszkanie bardzo funkcjonalnie rozplanowane wykończone w wysokim standardzie. Mieszkanie nasłonecznione wszystkie okna...
515,3,63.7,3,Poznań Piątkowo Morasko Umultowo ul. Blisko Pestki,OFERTA ZABLOKOWANA Funkcjonalne trzypokojowe mieszkanie na trzecim piętrze w niskim bloku na Piątkowskim osiedlu w świetnej lokalizacji. Blisko stąd do przystanku Pestki oraz do przystanku autobusowej komunikacji miejskiej. Świetny dojazd do...
516,2,56,3,Poznań Grunwald Grunwald ul. Dwa Pokoje.Niski Blok .Cegła,Polecam na sprzedaż bardzo ładne słoneczne mieszkanie przy ul.Rycerskiej na poznańskim Grunwaldzie. Blok niski z cegły z lat 60-tych odnowiony świetnie zlokalizowany pomiędzy blokami dużo zieleni. Mieszkanie znajduje się na trzecim...
517,1,26,2,Poznań Nowe Miasto ul. Os. Tysiąclecia,76 90 m2 za 389 000 zł. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego w Poznaniu na osiedlu Tysiąclecia. Mieszkanie mieści się na dziesiątym piętrze w szesnastopiętrowym bloku. Mieszkanie o powietrzchni 76 90 m2...
518,3,60,1,Poznań Naramowice ul. Os. Łokietka,| MIESZKANIE W NISKIM BLOKU TYLKO DO ZAMIANY Przytulne funkcjonalne mieszkanie położone na Osiedlu Łokietka w niskim bloku na 1 piętrze. Powierzchnia całkowita mieszkania 59 10 m2. Mieszkanie składa się z 3 ustawnych niezależnych pokoi o...
519,2,52,1,Poznań Łazarz ul. Klaudyny Potockiej,Przestronne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Łazarz. Dwa pokoje okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - tynk; Podłogi - parkiet PCV; Okna - PCV; Parapety -...
520,4,108.83,3,Poznań Stare Miasto ul. Chwaliszewo Stary Rynek Centrum Garbary,KUPUJĄCY NIE PŁACI PROWIZJI ZAŁATWIAMY WSZYSTKIE FORMALNOŚCI Atrakcyjne mieszkanie o powierzchni 109 m2 położone przy ulicy Tylne Chwaliszewo na Starym Mieście ! Prezentuję Państwu mieszkanie w najbardziej prestiżowym budynku mieszkalnym w...
521,2,47.31,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
522,3,48,1,Poznań Grunwald ul. Bułgarska- I Pietro,Polecam do sprzedaży mieszkanie 3-pokojowe położone na poznańskim Grunwaldzie przy ulicy Bułgarskiej. Sam lokal ma metraż 48m2 i usytuowany jest na I piętrze w niskim ocieplonym bloku. Posiada nieduży balkon. Układ częściowo przechodni tzn: z...
523,2,38,1,Poznań Winogrady ul. 2 Oddzielne Pokoje Blisko Mpk !,Zapraszam do zapoznania się z ofertą sprzedaży mieszkania w świetnej lokalizacji! Mieszkanie dla osób które cenią sobie szybki i bezproblemowy dojazd do każdej części Poznania. Oferta idealna dla rodziny lub osób szukających mieszkania pod...
524,2,37.17,4,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
525,2,32,4,Poznań Dębiec ul. Jaworowa,Zapraszam do zapoznania się z ofertą mieszkania 2 pokojowego zlokalizowanego na 4 piętrze w niskim bloku przy ulicy Jaworowej. Na pełen metraż 32 m2 składają się z 2 pokoje (pow 13m2 9m2) kuchnia (pow 5m2) korytarz łazienka. Na podłodze w...
526,2,45,2,Poznań Grunwald Raszyn ul. Ul. Raszyńska,ŁADNE DWUPOKOJOWE 45M.KW GRUNWALD RASZYN UL.RASZYŃSKA 189 500 !!! Oferuję na sprzedaż dwupokojowe mieszkanie o pow.45m.kw znajdującą sie na 2 piętrze w ocieplonym niskim bloku z cegły przy ul.Raszyńska. Mieszkanie jest do remontu. Wymieniona...
527,1,22,5,Poznań Ogrody,Polecamy!!! Kawalerka w pobliżu Ogrodu Botanicznego i Jeziora Rusałka zapewnia ciche i spokojne miejsca dla odpoczynku. Z samej Pętli Ogrody jest dogodny dojazd do centrum - 10min jak i w każdym innym kierunku. W pobliżu szkoła przedszkole ...
528,6,170,2,Poznań Centrum ul. Fredry Kościuszki Mielżyńskiego Gwarna,Polecam na sprzedaż atrakcyjne mieszkanie sześciopokojowe przy ulicy Fredry i Kościuszki w Poznaniu (Centrum). Lokal znajduje się na drugim piętrze w kamienicy. Rok budowy: 1905 Czynsz: około 640 zł na 2 osoby (w tym: woda fundusz remontowy ...
529,2,47.15,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
530,2,37.55,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
531,2,46.18,1,Poznań Łazarz ul. Załęże,* GWARANTUJEMY BEZPIECZNĄ TRANSAKCJĘ I PROFESJONALNĄ OBSŁUGĘ * Gorąco polecam na sprzedaż 2 pokojowe mieszkanie o powierzchni 46 18m2 położone przy ulicy Załęże w bliskiej okolicy skrzyżowania Głogowska/Hetmańska. W skład mieszkania...
532,2,40,9,Poznań Piątkowo,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
533,2,53,3,Poznań Dębiec ul. Kasztanowa Łozowa,Polecam na sprzedaż atrakcyjne mieszkanie dwupokojowe przy ulicy Kasztanowej w Poznaniu (Dębiec). Negocjacja !!! Lokal znajduje się na 3 piętrze w 3-piętrowym bloku z cegły. Rok budowy: lata 60-te. Czynsz: około 500 zł na 5 osoby (w tym: woda ...
534,3,116.68,5,Poznań Stare Miasto ul. Kazimierza Wielkiego,PROPOZYCJA DLA WYMAGAJĄCYCH! POŁĄCZENIE NOWOCZESNOŚCI Z ELEGANCJĄ! LUKSUSOWY APARTAMENT 2 MIEJSCA POSTOJOWE 2 KOMÓRKI! KUPUJĄCY NIE PŁACI PROWIZJI! OFERTA DOSTĘPNA WYŁĄCZNIE W NASZYM BIURZE! Na sprzedaż KOMFORTOWY i FUNKCJONALNY 3-pokojowy...
535,3,100.2,3,Poznań Centrum ul. Okolice Św. Marcin,Ofertę prowadzi Luiza Jabłońska tel. 0 603 456 256 Polecam na sprzedaż przestronne mieszkanie położone w samym sercu Poznania - w pobliżu ul. Św. Marcin o pow. 100 2m2. Mieszkanie składa się z trzech pokoi (32m2 31m2 12m2) dużej kuchni...
536,3,45,4,Poznań Stare Miasto ul. Naramowicka,Polecam na sprzedaż 3-pokojowe mieszkanie 45m2. Własnościowe z księgą wieczystą. Klatka schodowa czysta i zadbana. Mieszkanie jest bardzo ciche ciepłe i jasne .O Miejsce świetnie skomunikowane przystanek PST Mieszkanie o funkcjonalnym układzie...
537,2,46.3,2,Poznań Okolice Luboń ul. Wschodnia,Mieszkanie NOWE JESZCZE NIEZAMIESZKAŁE. Polecam na sprzedaż mieszkanie w nowym budynku oddanym do użytku w 2015r w Luboniu przy ul. Wschodniej (wjazd od ul. Pułaskiego). Mieszkanie 2 pokojowe mieszczące się na II piętrze w niskim bloku...
538,4,75.3,4,Poznań Piątkowo Winogrady ul. Os. Władysława Jagiełły,Możliwość zamiany na mieszkanie 2 pokojowe na Piątkowie. Gorąco polecam do zakupu w nowszym budownictwie 4 pokojowego mieszkania o powierzchni 75 3mkw położonego na os. Władysława Jagiełły. Mieszkanie przeszło remont 4 lata temu jest ustawne ...
539,2,48.27,3,Poznań Naramowice ul. Boranta,Polecam mieszkanie w Naramowicach na ul.Boranta. W pobliżu pełna infrastruktura handlowo-usługowa. Ekspozycja okien na północny zachód. Kuchnia umeblowana w korytarzu szafa duży balkon 15m zaprasza do relaksu. Z uwagi na sąsiedztwo kampusu...
540,2,50,1,Poznań Naramowice Winogrady Piątkowo ul. Wysoki Standard Cegła-2008r. Z Garażem,Drodzy Państwo mam przyjemność zaproponować mieszkanie położone na Poznańskich Naramowicach ( ul. Rubież ) w zamkniętym chronionym kompleksie niskich budynków wybudowanych w 2008r. W pobliżu liczne punkty handlowe usługowe banki poczta ...
541,3,53.91,1,Poznań Grunwald,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz...
542,2,53.56,1,Poznań Jeżyce ul. Polna 28,Nieruchomości Mieszkania Nieruchomości Mieszkania
543,2,49.6,3,Poznań Naramowice ul. Karpia,Rozkładowe przestronne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Dwa pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi -...
544,2,40,3,Poznań Dębiec,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
545,2,44.75,2,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
546,3,48,4,Poznań Grunwald ul. Piotra Skargi,Serdecznie polecam na sprzedaż piękne mieszkanie 3 pokojowe położone na Grunwaldzie na ul.Piotra Skargi. Nieruchomość o metrażu 48mkw w której wszystkie pomieszczenia są niezależne znajduję się na 4 piętrze w niskim bloku z cegły. Mieszkanie po...
